product_name;url;image1_url;image2_url;product_price;description;sale_price;old_price;original_price;current_price;color;image_url;mpn;reference_code;category_id;Stock Status;color_homogeneizado;Categoria;Fondo;Modelo;Tag_1;Tag_2;Tag_3;Tag_4;Tag_5;Tag_6
Pantalón carpenter;https://www.pullandbear.com/es/pantalon-carpenter-l07678510?cS=700&pelement=621934871;https://static.pullandbear.net/assets/public/7def/ef70/f43749ad8581/d2523af032a5/07678510700-M/07678510700-M.jpg?ts=1723625053395&w=438&f=auto;https://static.pullandbear.net/assets/public/6284/1a17/7863456bbb0e/8fc300782b6f/07678510700-A2M/07678510700-A2M.jpg?ts=1723624989549&w=438&f=auto;9.99;Pantalón carpenter efecto lavado disponible en varios tonos con bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en algodón.;9.99;12.99;29.99;9.99;Beige;https://static.pullandbear.net/assets/public/b944/8856/faed495fb2fc/720f01bb0e6b/07678510710-C/07678510710-C.jpg?ts=1722847275287&w=106&f=auto;7678/510;7678510;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Casual;Vintage;Baggy;Oversize;Color oscuro;Rasgado
Jeans standard;https://www.pullandbear.com/es/jeans-standard-l03684511?cS=406&pelement=621942837;https://static.pullandbear.net/assets/public/21d3/147f/ae9d428095e6/d4c115ed26f9/07686509406-M/07686509406-M.jpg?ts=1724949341501&w=438&f=auto;https://static.pullandbear.net/assets/public/6827/4685/345a4d2e861b/19363ec5933d/07686509406-A2M/07686509406-A2M.jpg?ts=1724949314515&w=438&f=auto;12.99;Jeans standard fit con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en algodón.;12.99;15.99;25.99;12.99;Azul claro;https://static.pullandbear.net/assets/public/f173/0969/41a144709495/538f1eae73a0/07686509406-C/07686509406-C.jpg?ts=1724949353504&w=106&f=auto;3684/511;3684511;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Manga larga;Sin mangas;Clásico;Vintage;Manga corta;Skater
Jeans carrot rotos;https://www.pullandbear.com/es/jeans-carrot-rotos-l07684510?cS=437&pelement=621953738;https://static.pullandbear.net/assets/public/41d3/b0dd/faac4191982b/e4ece5493fda/07684510437-M/07684510437-M.jpg?ts=1723208205697&w=438&f=auto;https://static.pullandbear.net/assets/public/5217/f752/c5044da2a1b0/437b09a5be02/07684510437-A2M/07684510437-A2M.jpg?ts=1723208177653&w=438&f=auto;12.99;Jeans carrot fit con detalle de rotos, diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y en algodón ligeramente elástico.;12.99;15.99;29.99;12.99;Celeste claro;https://static.pullandbear.net/assets/public/e9a6/85a5/74b24b63b0b6/c24eeabb98fa/07684510437-C/07684510437-C.jpg?ts=1720012615930&w=106&f=auto;7684/510;7684510;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Manga larga;Deportivo;Sin mangas;Bohemio;Elegante;Elegante
Jeans slim;https://www.pullandbear.com/es/jeans-slim-l07686516?cS=415&pelement=649322922;https://static.pullandbear.net/2/photos//2024/V/0/2/p/4683/509/415/4683509415_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1712917265218&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/V/0/2/p/4683/509/415/4683509415_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1712917265197&w=438&f=auto;12.99;Jeans slim fit en color negro, diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en algodón.;12.99;15.99;25.99;12.99;Azul flúor;https://static.pullandbear.net/2/photos//2024/V/0/2/p/4683/509/415/4683509415_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1712917265213&w=106&f=auto;7686/516;7686516;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Rasgado;Tailoring;Slim;Moderno;Cargo;Monocromático
Jeans carrot rotos;https://www.pullandbear.com/es/jeans-carrot-rotos-l07684510?cS=427&pelement=621953740;https://static.pullandbear.net/assets/public/2de6/b55f/efe042c79df5/ba905327fc46/07684510427-M/07684510427-M.jpg?ts=1723208182173&w=438&f=auto;https://static.pullandbear.net/assets/public/db5b/06fa/2a4a4268b2ea/737940e6f14e/07684510427-A2M/07684510427-A2M.jpg?ts=1723208189717&w=438&f=auto;12.99;Jeans carrot fit con detalle de rotos, diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y en algodón ligeramente elástico.;12.99;15.99;29.99;12.99;Azul medio;https://static.pullandbear.net/assets/public/95ea/28c1/81f64519945a/3eb78d00ee4f/07684510427-C/07684510427-C.jpg?ts=1720012626392&w=106&f=auto;7684/510;7684510;1030204729;In stock;Azul;Pantalón;Blanco;Modelo;Monocromático;Skater;Joggers;Sin mangas;Chándal;Cargo
Pantalón jogger piqué;https://www.pullandbear.com/es/pantalon-jogger-pique-l03678519?cS=710&pelement=627595155;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/519/710/3678519710_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1711375741680&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/519/710/3678519710_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1711375741675&w=438&f=auto;9.99;Pantalón jogger chándal en tejido piqué, disponible en varios tonos, con cintura y bajos elásticos y confeccionado en mezcla de algodón.;9.99;12.99;19.99;9.99;Beige;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/519/710/3678519710_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1711367341698&w=106&f=auto;3678/519;3678519;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Sin mangas;Cuello alto;Clásico;Bohemio;Cuello alto;Elegante
Pantalón jogger cargo;https://www.pullandbear.com/es/pantalon-jogger-cargo-l03678501?cS=707&pelement=621934239;https://static.pullandbear.net/2/photos//2024/V/0/2/p/8678/503/707/8678503707_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1705941178414&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/V/0/2/p/8678/503/707/8678503707_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1705941178412&w=438&f=auto;9.99;Pantalón jogger cargo básico con bolsillos de tapeta, bajos elásticos, cintura ajustable con cordón y confeccionado en tejido ligeramente elástico.;9.99;12.99;25.99;9.99;Tostado;https://static.pullandbear.net/assets/public/0cbf/e75b/37f54c9192b8/592681f32523/03678501707-C/03678501707-C.jpg?ts=1721857798217&w=106&f=auto;3678/501;3678501;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Skinny;Elegante;Skater;Ajustada;Formal;Streetwear
Jeans baggy detalle rotos;https://www.pullandbear.com/es/jeans-baggy-detalle-rotos-l03684516?cS=833&pelement=621954131;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3684/516/833/3684516833_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1714377603011&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3684/516/833/3684516833_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1714377603007&w=438&f=auto;12.99;Jeans baggy disponibles en varios tonos, con detalle de rotos en la pernera, diseño de cinco bolsillos, cintura con trabillas y cierre de botón y cremallera.;12.99;15.99;35.99;12.99;Negro delavado;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3684/516/833/3684516833_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1710946022284&w=106&f=auto;3684/516;3684516;1030204729;In stock;Negro;Pantalón;Blanco;Modelo;Streetwear;Formal;Bohemio;Estampado;Manga corta;Baggy
Jeans standard;https://www.pullandbear.com/es/jeans-standard-l03684511?cS=833&pelement=639114571;https://static.pullandbear.net/assets/public/b8d0/9788/8bb6437da911/ee876e5a6a7e/07686509833-M/07686509833-M.jpg?ts=1724949409577&w=438&f=auto;https://static.pullandbear.net/assets/public/3d54/07c7/4c1047418f07/88c23e967430/07686509833-A2M/07686509833-A2M.jpg?ts=1724949388137&w=438&f=auto;12.99;Jeans standard fit con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en algodón.;12.99;15.99;25.99;12.99;Negro delavado;https://static.pullandbear.net/assets/public/3065/4533/879448cfb4cd/7b6eef1b0e3f/07686509833-C/07686509833-C.jpg?ts=1724949405362&w=106&f=auto;3684/511;3684511;1030204729;In stock;Negro;Pantalón;Blanco;Modelo;Deportivo;Vintage;Baggy;Standard;Clásico;Elegante
Jeans carrot;https://www.pullandbear.com/es/jeans-carrot-l07684536?cS=415&pelement=646095919;https://static.pullandbear.net/assets/public/871b/bc21/64e94d3aa0da/60c77fbed45b/07684536415-M/07684536415-M.jpg?ts=1727080227679&w=438&f=auto;https://static.pullandbear.net/assets/public/59fd/e7a4/a6c5406182e2/0afe73e9f4dc/07684536415-A2M/07684536415-A2M.jpg?ts=1727080225672&w=438&f=auto;12.99;Jeans carrot fit con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en tejido elástico.;12.99;15.99;35.99;12.99;Azul flúor;https://static.pullandbear.net/assets/public/7393/e035/9cdf44c895a6/d7327d6b911a/07684536415-C/07684536415-C.jpg?ts=1726658079860&w=106&f=auto;7684/536;7684536;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Color oscuro;Straight;Casual;Carrot;Ajustado;Streetwear
Pantalón jogger soft knit;https://www.pullandbear.com/es/pantalon-jogger-soft-knit-l07676516?cS=505&pelement=621934709;https://static.pullandbear.net/2/photos//2024/V/0/2/p/7676/516/505/7676516505_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1702889744604&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/V/0/2/p/7676/516/505/7676516505_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1702889744604&w=438&f=auto;9.99;Pantalón jogger soft knit con bolsillos y cintura elástica con cordón ajustable.;9.99;12.99;25.99;9.99;Caqui;https://static.pullandbear.net/2/photos//2024/V/0/2/p/7676/516/505/7676516505_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1702390439972&w=106&f=auto;7676/516;7676516;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Manga corta;Sin mangas;Elegante;Sin mangas;Manga larga;Clásico
Jeans skinny rotos;https://www.pullandbear.com/es/jeans-skinny-rotos-l07684509?cS=407&pelement=621954058;https://static.pullandbear.net/assets/public/d930/c1e9/61bc412fb108/ace5f9900d0a/07684509407-M/07684509407-M.jpg?ts=1731665015118&w=438&f=auto;https://static.pullandbear.net/assets/public/2f4e/6839/da224619ae9a/7de443c9380a/07684509407-A2M/07684509407-A2M.jpg?ts=1731664956704&w=438&f=auto;12.99;Jeans skinny fit con detalle de rotos, diseño de cinco bolsillos, cierre de botón y cremallera, cintura con trabillas y confeccionados en tejido elástico.;12.99;15.99;29.99;12.99;Azul oscuro;https://static.pullandbear.net/assets/public/0194/e10d/bf574bb6a003/6f0f8d46648d/07684509407-C/07684509407-C.jpg?ts=1731665818094&w=106&f=auto;7684/509;7684509;1030204729;In stock;Azul;Pantalón;Blanco;Modelo;Standard;Carrot;Bohemio;Cuello alto;Manga corta;Ajustado
Jeans skater;https://www.pullandbear.com/es/jeans-skater-l07685517?cS=426&pelement=621942481;https://static.pullandbear.net/2/photos//2024/I/0/2/p/7685/517/426/7685517426_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1718895781738&w=438&f=auto;https://static.pullandbear.net/assets/public/35a7/855a/2073485cb14b/eefa8300c372/07685517426-A2M/07685517426-A2M.jpg?ts=1718895846441&w=438&f=auto;12.99;Jeans skater con diseño de cinco bolsillos, cintura con trabillas, cierre de cremallera y botón, con detalle de lavados y etiqueta en el bolsillo trasero, confeccionados en tejido de algodón.;12.99;15.99;29.99;12.99;Azul medio;https://static.pullandbear.net/assets/public/71ed/2667/633a475a8f86/e2ea3bfb2d58/07685517427-C/07685517427-C.jpg?ts=1718895856388&w=106&f=auto;7685/517;7685517;1030204729;In stock;Azul;Pantalón;Blanco;Modelo;Baggy;Joggers;Moderno;Monocromático;Elegante;Manga larga
Jeans skinny rotos;https://www.pullandbear.com/es/jeans-skinny-rotos-l07684509?cS=427&pelement=621954056;https://static.pullandbear.net/assets/public/e18a/f75c/5de74ab8a33a/100311183821/07684509427-M/07684509427-M.jpg?ts=1731666330542&w=438&f=auto;https://static.pullandbear.net/assets/public/02f9/71a6/c5fd44e2b535/4d1313c3a47b/07684509427-A2M/07684509427-A2M.jpg?ts=1731666251500&w=438&f=auto;12.99;Jeans skinny fit con detalle de rotos, diseño de cinco bolsillos, cierre de botón y cremallera, cintura con trabillas y confeccionados en tejido elástico.;12.99;15.99;29.99;12.99;Azul medio;https://static.pullandbear.net/assets/public/031e/787d/ff614319bdd2/2304d87c3ded/07684509427-C/07684509427-C.jpg?ts=1731669466705&w=106&f=auto;7684/509;7684509;1030204729;In stock;Azul;Pantalón;Blanco;Modelo;Carrot;Tailoring;Standard;Clásico;Deportivo;Monocromático
Pantalón chándal wide leg;https://www.pullandbear.com/es/pantalon-chandal-wide-leg-l07678500?cS=251&pelement=621941968;https://static.pullandbear.net/assets/public/2c51/6f0b/c40843868b9f/c2352e12789b/07678500251-M/07678500251-M.jpg?ts=1722521112211&w=438&f=auto;https://static.pullandbear.net/assets/public/76f9/5929/cab14228913e/cab06b3cede4/07678500251-A2M/07678500251-A2M.jpg?ts=1722521108771&w=438&f=auto;9.99;Pantalón jogger chándal con fit wide leg, bolsillos y cintura elástica.;9.99;12.99;19.99;9.99;Blanco roto;https://static.pullandbear.net/assets/public/087e/0672/b763455b8425/bd499fca8a10/07678500251-C/07678500251-C.jpg?ts=1721866904262&w=106&f=auto;7678/500;7678500;1030204719;In stock;Blanco;Pantalón;Blanco;Modelo;Deportivo;Manga corta;Skater;Rasgado;Bohemio;Carrot
Pantalón wide leg nervio;https://www.pullandbear.com/es/pantalon-wide-leg-nervio-l07677508?cS=711&pelement=631396563;https://static.pullandbear.net/assets/public/c28b/23d5/03bb4dd69a23/3907ce22685c/07678512711-M/07678512711-M.jpg?ts=1726501087483&w=438&f=auto;https://static.pullandbear.net/assets/public/faf5/2280/9bfc4dd8a6b2/94d95444c6a9/07678512711-A2M/07678512711-A2M.jpg?ts=1726501101267&w=438&f=auto;9.99;Pantalón jogger chándal con fit wide leg, detalle de nervio en la pernera, con bolsillos, cintura elástica y confeccionado en algodón.;9.99;12.99;17.99;9.99;Arena;https://static.pullandbear.net/2/photos//2024/I/0/2/p/7677/508/711/7677508711_1_1_8.jpg?t=1692003163711&w=106&f=auto;7677/508;7677508;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Chándal;Chándal;Color oscuro;Ajustado;Minimalista;Manga larga
Pantalón jogger cargo multibolsillos;https://www.pullandbear.com/es/pantalon-jogger-cargo-multibolsillos-l08678502?cS=505&pelement=621934242;https://static.pullandbear.net/2/photos//2024/I/0/2/p/8678/502/505/8678502505_4_1_8.jpg?t=1692802495931&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/I/0/2/p/8678/502/505/8678502505_2_2_8.jpg?t=1692802495931&w=438&f=auto;9.99;Pantalón jogger cargo con diseño de multibolsillos de solapa en pernera, cintura elástica con cordón ajustable y bajos elásticos.;9.99;12.99;35.99;9.99;Caqui;https://static.pullandbear.net/2/photos//2023/I/0/2/p/8678/502/505/8678502505_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1699283664595&w=106&f=auto;8678/502;8678502;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Manga larga;Standard;Bohemio;Cuello alto;Chándal;Manga larga
Jeans loose fit;https://www.pullandbear.com/es/jeans-loose-fit-l07685525?cS=427&pelement=621947921;https://static.pullandbear.net/assets/public/8be3/3cdd/8de5403881b7/775b8cfc7a80/07685525427-M/07685525427-M.jpg?ts=1723449275473&w=438&f=auto;https://static.pullandbear.net/assets/public/c3b0/07a8/2baf4a1b9500/b35ba2e63aa8/07685525427-A2M/07685525427-A2M.jpg?ts=1723449284919&w=438&f=auto;12.99;Jeans loose fit con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en tejido de algodón.;12.99;15.99;29.99;12.99;Azul medio;https://static.pullandbear.net/assets/public/ad3d/1d44/310848a09fdc/f6c7ef10fc68/07685525427-C/07685525427-C.jpg?ts=1724689671243&w=106&f=auto;7685/525;7685525;1030204729;In stock;Azul;Pantalón;Blanco;Modelo;Cuello alto;Minimalista;Monocromático;Chándal;Tailoring;Manga larga
Jeans standard;https://www.pullandbear.com/es/jeans-standard-l07685511?cS=406&pelement=638349768;https://static.pullandbear.net/2/photos//2024/I/0/2/p/7685/511/406/7685511406_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1720175903743&w=438&f=auto;https://static.pullandbear.net/assets/public/5fed/6b22/f0fe421f82a3/f450d98e3dd6/07685511406-A2M/07685511406-A2M.jpg?ts=1720175907538&w=438&f=auto;12.99;Jeans standard con cintura con trabillas, cierre de botón y cremallera, y diseño de cinco bolsillos.;12.99;15.99;25.99;12.99;Azul claro;https://static.pullandbear.net/assets/public/e08a/76cc/17d74dbdbafc/39216c21a0fe/07685511406-C/07685511406-C.jpg?ts=1720789253331&w=106&f=auto;7685/511;7685511;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Clásico;Streetwear;Bohemio;Slim;Rasgado;Deportivo
Jeans standard;https://www.pullandbear.com/es/jeans-standard-l07685511?cS=401&pelement=638349761;https://static.pullandbear.net/assets/public/65fd/b52d/3da64b9eadbc/3e523c41c1b8/07685511401-M/07685511401-M.jpg?ts=1726657675647&w=438&f=auto;https://static.pullandbear.net/assets/public/c024/e8ab/c1924f9781f0/c4212ac980df/07685511401-A2M/07685511401-A2M.jpg?ts=1726657672672&w=438&f=auto;12.99;Jeans standard con cintura con trabillas, cierre de botón y cremallera, y diseño de cinco bolsillos.;12.99;15.99;25.99;12.99;Celeste;https://static.pullandbear.net/assets/public/eab2/ea4e/516d485f941a/29e181224109/07685511403-C/07685511403-C.jpg?ts=1720178038662&w=106&f=auto;7685/511;7685511;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Manga corta;Color claro;Color claro;Bohemio;Sin mangas;Baggy
Pantalón tailoring P&B Black Label;https://www.pullandbear.com/es/pantalon-tailoring-pb-black-label-l07678519?cS=717&pelement=627100461;https://static.pullandbear.net/assets/public/cdfb/d2e4/3a3b4036b016/efa0713c6dde/07678519717-M/07678519717-M.jpg?ts=1728909364193&w=438&f=auto;https://static.pullandbear.net/assets/public/25f3/420b/521d4afdbde7/02c0c133dd74/07678519717-A2M/07678519717-A2M.jpg?ts=1729006233044&w=438&f=auto;9.99;"Pantalón de vestir tailoring y fit jogger con cintura elástica con cordón y bolsillos.  Colección P&amp;B Black Label";9.99;12.99;39.99;9.99;Chocolate;https://static.pullandbear.net/assets/public/2501/d7f5/b9714faa9cb6/5003d75cda5f/07678519717-C/07678519717-C.jpg?ts=1724938142537&w=106&f=auto;7678/519;7678519;1030204719;In stock;Marrón;Pantalón;Blanco;Modelo;Sin mangas;Skater;Color oscuro;Cargo;Skinny;Bohemio
Pantalón jogger cargo;https://www.pullandbear.com/es/pantalon-jogger-cargo-l03678501?cS=800&pelement=621934237;https://static.pullandbear.net/2/photos//2024/V/0/2/p/8678/503/800/8678503800_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1705941178417&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/V/0/2/p/8678/503/800/8678503800_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1705941178416&w=438&f=auto;9.99;Pantalón jogger cargo básico con bolsillos de tapeta, bajos elásticos, cintura ajustable con cordón y confeccionado en tejido ligeramente elástico.;9.99;12.99;25.99;9.99;Negro;https://static.pullandbear.net/assets/public/8ad7/5ea7/792a4f1d8469/cca4e23fd2c5/03678501800-C/03678501800-C.jpg?ts=1721857801565&w=106&f=auto;3678/501;3678501;1030204719;In stock;Negro;Pantalón;Blanco;Modelo;Monocromático;Casual;Moderno;Formal;Cargo;Oversize
Pantalón jogger balloon;https://www.pullandbear.com/es/pantalon-jogger-balloon-l03680500?cS=800&pelement=665800637;https://static.pullandbear.net/assets/public/8aaf/d038/3f3c49cb84c0/32fa8b849672/03680500800-M/03680500800-M.jpg?ts=1731571870183&w=438&f=auto;https://static.pullandbear.net/assets/public/0336/899e/d210407096b6/71f6004860e1/03680500800-A2M/03680500800-A2M.jpg?ts=1731571833544&w=438&f=auto;9.99;Pantalón jogger balloon con cintura elástica, cierre de botón y cremallera, y bolsillos.;9.99;12.99;25.99;9.99;Negro;https://static.pullandbear.net/assets/public/aa35/f1bd/733d496e8554/e4343e7ed492/03680500800-C/03680500800-C.jpg?ts=1731571842347&w=106&f=auto;3680/500;3680500;1030204719;In stock;Negro;Pantalón;Blanco;Modelo;Oversize;Elegante;Straight;Formal;Chándal;Straight
Jeans super skinny;https://www.pullandbear.com/es/jeans-super-skinny-l07685527?cS=406&pelement=628169784;https://static.pullandbear.net/assets/public/ec48/99c9/a6164fce8917/51b82917a67b/07685527406-M/07685527406-M.jpg?ts=1726657690255&w=438&f=auto;https://static.pullandbear.net/assets/public/cae1/5ded/fc9848ee95df/d817b673da09/07685527406-A2M/07685527406-A2M.jpg?ts=1726657685810&w=438&f=auto;12.99;Jeans super skinny fit con diseño de cinco bolsillos, cierre de botón y cremallera, cintura con trabillas y confeccionados en tejido elástico.;12.99;15.99;19.99;12.99;Azul claro;https://static.pullandbear.net/assets/public/aa83/435e/dc784cb5af9c/6c151d87f3f2/07685527406-C/07685527406-C.jpg?ts=1723626455676&w=106&f=auto;7685/527;7685527;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Oversize;Formal;Color claro;Standard;Moderno;Monocromático
Pantalón cargo premium;https://www.pullandbear.com/es/pantalon-cargo-premium-l07678528?cS=807&pelement=646551291;https://static.pullandbear.net/assets/public/3de3/5f75/b89148a9b23d/f0f3469e56ad/07678528807-M/07678528807-M.jpg?ts=1729259552677&w=438&f=auto;https://static.pullandbear.net/assets/public/4a7b/0665/fff84868a877/13b3c932b2db/07678528807-A2M/07678528807-A2M.jpg?ts=1729259537855&w=438&f=auto;9.99;Pantalón cargo en tejido premium, con bolsillos de tapeta en la pernera, cierre de botón y cremallera y confeccionado en tejido de algodón ligeramente elástico.;9.99;12.99;35.99;9.99;Gris antracita;https://static.pullandbear.net/assets/public/d143/2401/b4c84b7b9ebe/30c9a1d65ff1/07678528807-C/07678528807-C.jpg?ts=1727189862772&w=106&f=auto;7678/528;7678528;1030204719;In stock;Gris;Pantalón;Blanco;Modelo;Streetwear;Casual;Vintage;Oversize;Color oscuro;Manga corta
Pantalón tailoring P&B Black Label;https://www.pullandbear.com/es/pantalon-tailoring-pb-black-label-l07678517?cS=800&pelement=627100423;https://static.pullandbear.net/assets/public/1949/ebef/c0f844d38aaa/847de30f5b11/07678517800-M/07678517800-M.jpg?ts=1731944186226&w=438&f=auto;https://static.pullandbear.net/assets/public/0975/ddb4/774440cfae92/7bc6d4b25a2a/07678517800-A2M/07678517800-A2M.jpg?ts=1731944170086&w=438&f=auto;9.99;"Pantalón de vestir tailoring con cintura con trabillas, bolsillos, y cierre de botón y cremallera.  Colección P&amp;B Black Label";9.99;12.99;39.99;9.99;Negro;https://static.pullandbear.net/assets/public/0e57/a70e/6655478080e2/b8a70f7a0e67/07678517800-C/07678517800-C.jpg?ts=1732535606410&w=106&f=auto;7678/517;7678517;1030204719;In stock;Negro;Pantalón;Blanco;Modelo;Casual;Carrot;Color claro;Bohemio;Formal;Chándal
Pantalón chándal STWD;https://www.pullandbear.com/es/pantalon-chandal-stwd-l07678506?cS=251&pelement=621947943;https://static.pullandbear.net/assets/public/0d06/28d0/c3c44749bdc1/48b0c93adadf/07678506251-M/07678506251-M.jpg?ts=1724661467165&w=438&f=auto;https://static.pullandbear.net/assets/public/8719/0787/9cd349e49f32/dac37c223fa4/07678506251-A2M/07678506251-A2M.jpg?ts=1724661456625&w=438&f=auto;9.99;Pantalón jogger chándal STWD con cintura elástica con cordón, bolsillos y en tejido fleece.;9.99;12.99;19.99;9.99;Blanco roto;https://static.pullandbear.net/assets/public/4e8e/a839/0a354096a13e/78a4c75453c6/07678506251-C/07678506251-C.jpg?ts=1721661490257&w=106&f=auto;7678/506;7678506;1030204719;In stock;Blanco;Pantalón;Blanco;Modelo;Manga larga;Rasgado;Elegante;Casual;Manga larga;Color claro
Pantalón wide leg nervio;https://www.pullandbear.com/es/pantalon-wide-leg-nervio-l07677508?cS=807&pelement=631396565;https://static.pullandbear.net/assets/public/0ff7/be06/ef3849bc9f88/e35a19c56e53/07678512807-M/07678512807-M.jpg?ts=1726501172519&w=438&f=auto;https://static.pullandbear.net/assets/public/776e/6231/73b3441fbca5/0eb201e860bc/07678512807-A2M/07678512807-A2M.jpg?ts=1726501151960&w=438&f=auto;9.99;Pantalón jogger chándal con fit wide leg, detalle de nervio en la pernera, con bolsillos, cintura elástica y confeccionado en algodón.;9.99;12.99;17.99;9.99;Gris antracita;https://static.pullandbear.net/2/photos//2024/V/0/2/p/7677/508/807/7677508807_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1710238427555&w=106&f=auto;7677/508;7677508;1030204719;In stock;Gris;Pantalón;Blanco;Modelo;Clásico;Rasgado;Standard;Estampado;Ajustada;Sin mangas
Jeans cargo straight;https://www.pullandbear.com/es/jeans-cargo-straight-l07684508?cS=800&pelement=621935086;https://static.pullandbear.net/2/photos//2024/I/0/2/p/7684/508/800/7684508800_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1720451258789&w=438&f=auto;https://static.pullandbear.net/assets/public/32d0/886c/44184a6dbcd1/aa9dde76c946/07684508800-A2M/07684508800-A2M.jpg?ts=1720111096748&w=438&f=auto;12.99;Jeans cargo straight con diseño multibolsillos, con cierre de botón y cremallera y confeccionados en algodón.;12.99;15.99;29.99;12.99;Negro;https://static.pullandbear.net/assets/public/24fd/607f/e5184b0181f3/6c9659d13d06/07684508800-C/07684508800-C.jpg?ts=1718181397513&w=106&f=auto;7684/508;7684508;1030204729;In stock;Negro;Pantalón;Blanco;Modelo;Rasgado;Baggy;Standard;Clásico;Elegante;Color oscuro
Jeans baggy detalle rotos;https://www.pullandbear.com/es/jeans-baggy-detalle-rotos-l03684516?cS=427&pelement=621954133;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3684/516/427/3684516427_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1714377603003&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3684/516/427/3684516427_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1714377602999&w=438&f=auto;12.99;Jeans baggy disponibles en varios tonos, con detalle de rotos en la pernera, diseño de cinco bolsillos, cintura con trabillas y cierre de botón y cremallera.;12.99;15.99;35.99;12.99;Azul medio;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3684/516/427/3684516427_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1713799501842&w=106&f=auto;3684/516;3684516;1030204729;In stock;Azul;Pantalón;Blanco;Modelo;Carrot;Baggy;Monocromático;Joggers;Clásico;Tailoring
